ngens,dimension,c1,c2,w,mean,std
1000,6,0.625,0.875,0.125,7.3242949828993105,5.260188992769708
1000,6,0.625,0.875,0.375,6.964704322491064,3.146323718380868
1000,6,0.625,0.875,0.625,4.3778188436466605,1.6166155058807876
1000,6,0.625,0.875,0.875,1.3929426799306057,0.7959672456746318
1000,6,0.875,0.125,0.125,22.018907067985612,5.982673288493636
1000,6,0.875,0.125,0.375,14.917304744516645,5.475358046610334
1000,6,0.875,0.125,0.625,7.94330982857157,2.7413715874323388
1000,6,0.875,0.125,0.875,0.5005444477040271,0.332449896080023
1000,6,0.875,0.375,0.125,10.443076025627267,3.9227992882596117
1000,6,0.875,0.375,0.375,4.482640602211136,1.4919582514144507
1000,6,0.875,0.375,0.625,1.7220936482504654,2.3889677167777745
1000,6,0.875,0.375,0.875,0.596975434256089,0.7959672456745455
1000,6,0.875,0.625,0.125,7.8707442091268165,2.5831893888119746
1000,6,0.875,0.625,0.375,4.576844721264315,2.4044282134650583
1000,6,0.875,0.625,0.625,2.3879017370238955,1.1939508685119478
1000,6,0.875,0.625,0.875,1.392942679930607,1.0146631294689132
1000,6,0.875,0.875,0.125,8.776117838302175,5.51711816230462
1000,6,0.875,0.875,0.375,5.969751319883061,1.4070824551822363
1000,6,0.875,0.875,0.625,4.178826024664188,2.124648971589856
1000,6,0.875,0.875,0.875,0.7959672456746318,0.7445591811021488
5000,6,0.125,0.125,0.125,26.34905555272412,5.7716669023823455
5000,6,0.125,0.125,0.375,21.512754250386443,4.4603555130068555
5000,6,0.125,0.125,0.625,17.032968601433588,8.985299532468103
5000,6,0.125,0.125,0.875,11.34306562426869,2.925860911940946
5000,6,0.125,0.375,0.125,15.894138185297829,4.523751980149144
5000,6,0.125,0.375,0.375,20.710281882452477,9.060008865571628
5000,6,0.125,0.375,0.625,11.129797517255108,5.317984258486189
5000,6,0.125,0.375,0.875,11.541504892830618,5.398500803987039
5000,6,0.125,0.625,0.125,24.681766677092824,5.642505492377158
5000,6,0.125,0.625,0.375,17.55859209336798,13.314995815752795
5000,6,0.125,0.625,0.625,12.53660078583006,4.734132101179521
5000,6,0.125,0.625,0.875,12.13846918004234,5.949783529514233
5000,6,0.125,0.875,0.125,15.608754825875485,10.482924816573888
5000,6,0.125,0.875,0.375,13.112296946850744,5.59378795863429
5000,6,0.125,0.875,0.625,8.357644987298638,5.578858724344966
5000,6,0.125,0.875,0.875,10.745542694062683,4.5114441675201915
5000,6,0.375,0.125,0.125,27.393820115325262,4.409192394098351
5000,6,0.375,0.125,0.375,25.117008782100857,7.953722661632596
5000,6,0.375,0.125,0.625,19.306668408868394,5.200218380267795
5000,6,0.375,0.125,0.875,2.9248280713457504,0.4786158176541048
5000,6,0.375,0.375,0.125,17.53095642068093,6.119365348407903
5000,6,0.375,0.375,0.375,16.593636498032982,7.06069029846096
5000,6,0.375,0.375,0.625,9.846544947591761,6.518322383762938
5000,6,0.375,0.375,0.875,8.158653175875392,4.511444653170932
5000,6,0.375,0.625,0.125,21.087937394298507,10.73820515543871
5000,6,0.375,0.625,0.375,15.743229525966052,10.667992829662873
5000,6,0.375,0.625,0.625,10.350096991275873,4.606214043200458
5000,6,0.375,0.625,0.875,12.1384803270866,4.097477726890389
5000,6,0.375,0.875,0.125,17.11149661165353,11.369895623102183
5000,6,0.375,0.875,0.375,18.235363759347173,3.880870983487676
5000,6,0.375,0.875,0.625,13.929404614727678,3.3297626533992513
5000,6,0.375,0.875,0.875,6.168741116159325,2.303493707564382
5000,6,0.625,0.125,0.125,27.660506403913,6.42456144960317
5000,6,0.625,0.125,0.375,25.033429350145262,4.860086596784036
5000,6,0.625,0.125,0.625,12.69906206272468,4.278241123514307
5000,6,0.625,0.125,0.875,2.7898769349726664,0.9727669331061068
5000,6,0.625,0.375,0.125,19.018068427291574,7.960565340432077
5000,6,0.625,0.375,0.375,13.531934696694453,5.110233220011854
5000,6,0.625,0.375,0.625,6.084961890604376,4.113952391731223
5000,6,0.625,0.375,0.875,6.1687380843802515,4.1455166605497995
5000,6,0.625,0.625,0.125,17.392024843871177,11.936013210992444
5000,6,0.625,0.625,0.375,12.965450026946112,9.657275986522261
5000,6,0.625,0.625,0.625,9.153747967723243,5.010552024131762
5000,6,0.625,0.625,0.875,7.362691984671272,2.8560666315215055
5000,6,0.625,0.875,0.125,16.348653771348207,10.07257026931075
5000,6,0.625,0.875,0.375,10.664779942844266,4.9073866138325934
5000,6,0.625,0.875,0.625,13.730413811181098,7.509120304165447
5000,6,0.625,0.875,0.875,3.5818505904082145,1.84537207850515
5000,6,0.875,0.125,0.125,32.6042222739068,2.9651353490385786
5000,6,0.875,0.125,0.375,16.06477249864783,2.116441561158017
5000,6,0.875,0.125,0.625,8.157226662510668,3.3997139104009855
5000,6,0.875,0.125,0.875,1.5161249945208837,0.7957804350885086
5000,6,0.875,0.375,0.125,22.135937833224055,7.7685317468099715
5000,6,0.875,0.375,0.375,12.117711236157637,3.6153331430662377
5000,6,0.875,0.375,0.625,4.952121416185099,2.9487896844503965
5000,6,0.875,0.375,0.875,3.9798342132455318,2.2688535225256157
5000,6,0.875,0.625,0.125,14.33418014924733,10.724641703420934
5000,6,0.875,0.625,0.375,8.696979808604883,5.361847824372704
5000,6,0.875,0.625,0.625,8.557407261318879,3.7012316727287535
5000,6,0.875,0.625,0.875,4.178826024664188,1.711790179017326
5000,6,0.875,0.875,0.125,13.704978088668406,11.83439103167599
5000,6,0.875,0.875,0.375,12.436641490678838,4.252205347065251
5000,6,0.875,0.875,0.625,9.153611225406307,5.642379470720374
5000,6,0.875,0.875,0.875,4.377816828519032,1.4891164772258552
